flavor,calcium_dv,sugars,iron_dv,updated_at,full_ingredient,vitamin_a_dv,saturated_fat,protein,trans_fatty_acid,item_description,total_carbohydrate,sodium,item_name,ingredient_statement,serving_size_qty,dietary_fiber,main-ingredient,item_id,calories_from_fat,monounsaturated_fat,ingredients_list,serving_weight_grams,calories,polyunsaturated_fat,calperunitserving,vitamin_c_dv,total_fat,cholesterol,servings_per_container,serving_size_unit
Cherry,0,27,0,2014-11-24 20:24:24,less than 0.5% of natur flavor,0,0,0,0,Cherry,29,20,"Juicy Juice Flavored Juice Blend, Cherry","Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Cherry Juice from Concentrate (Water, Juice Concentrate), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,less than,51d3009bcc9bff111580fed8,0,0,"[u'appl juic from concentr ( water juic concentr )', u'pear juic from concentr ( water juic concentr )', u'grape juic from concentr ( water juic concentr )', u'cherri juic from concentr ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",226,120,0,15.0,120,0,0,8,fl oz
Cherry,0,27,0,2014-11-24 20:24:24,ascorb acid (vitamin c),0,0,0,0,Cherry,29,20,"Juicy Juice Flavored Juice Blend, Cherry","Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Cherry Juice from Concentrate (Water, Juice Concentrate), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,ascorb acid,51d3009bcc9bff111580fed8,0,0,"[u'appl juic from concentr ( water juic concentr )', u'pear juic from concentr ( water juic concentr )', u'grape juic from concentr ( water juic concentr )', u'cherri juic from concentr ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",226,120,0,15.0,120,0,0,8,fl oz
Cherry,0,27,0,2014-11-24 20:24:24,citric acid,0,0,0,0,Cherry,29,20,"Juicy Juice Flavored Juice Blend, Cherry","Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Cherry Juice from Concentrate (Water, Juice Concentrate), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,citric acid,51d3009bcc9bff111580fed8,0,0,"[u'appl juic from concentr ( water juic concentr )', u'pear juic from concentr ( water juic concentr )', u'grape juic from concentr ( water juic concentr )', u'cherri juic from concentr ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",226,120,0,15.0,120,0,0,8,fl oz
Berries,0,25,0,2014-11-24 20:24:24,appl juic concentr,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,appl juic,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,water,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,water,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,grape juic concentr,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,grape juic,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,natur flavor,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,natur flavor,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,raspberri juic concentr,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,raspberri juic,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,ascorb acid ( vitamin c ),0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,ascorb acid,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Berries,0,25,0,2014-11-24 20:24:24,citric acid,0,0,0,0,Berry Flavored,32,20,"100% Juice, Berry Flavored","Apple Juice Concentrate, Water, Grape Juice Concentrate, Natural Flavors, Raspberry Juice Concentrate, Ascorbic Acid (Vitamin C), Citric Acid.",2,0,citric acid,51c36ca197c3e69de4b083e6,0,0,"[u'appl juic concentr', u'water', u'grape juic concentr', u'natur flavor', u'raspberri juic concentr', u'ascorb acid ( vitamin c )', u'citric acid']",54,130,0,65.0,120,0,0,6,fl oz
Orange,2,27,2,2014-11-24 20:24:24,grape juic,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,grape juic,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,carrot juic,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,carrot juic,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,appl juic,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,appl juic,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,mango puree,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,mango puree,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,orang juic ( water juic puree concentr ),70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,orang juic,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,sweet potato puree,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,sweet potato,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,natur flavor,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,natur flavor,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,citric acid,70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,citric acid,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,2,27,2,2014-11-24 20:24:24,ascorb acid (vitamin c),70,0,1,0,Orange Mango,31,70,"100% Fruit & Veggie Juice, Orange Mango","Grape Juice, Carrot Juice, Apple Juice, Mango Puree, and Orange Juice (Water, Juice and Puree Concentrates), Sweet Potato Puree, Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",8,1,ascorb acid,51c36caa97c3e69de4b08437,0,0,"[u'grape juic', u'carrot juic', u'appl juic', u'mango puree', u'orang juic ( water juic puree concentr )', u'sweet potato puree', u'natur flavor', u'citric acid', u'ascorb acid (vitamin c)']",217,130,0,16.25,120,0,0,6,oz
Orange,0,20,0,2014-11-24 20:24:24,appl juic,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,appl juic,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,orang juic,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,orang juic,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,tangerin juic ( water juic concentr ),0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,tangerin juic,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,water,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,water,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,less than 0.5% of natur flavor,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,less than,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,citric acid,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,citric acid,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,ascorb acid (vitamin c),0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,ascorb acid,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Orange,0,20,0,2014-11-24 20:24:24,carbon added. gluten free,0,0,0,0,Sparkling Orange Flavored,21,10,"Juice Beverage, Sparkling Orange Flavored","Apple Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrates), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",1,0,carbon added.,51c36cba97c3e69de4b084a3,0,0,"[u'appl juic', u'orang juic', u'tangerin juic ( water juic concentr )', u'water', u'less than 0.5% of natur flavor', u'citric acid', u'ascorb acid (vitamin c)', u'carbon added. gluten free']",,90,0,90.0,20,0,0,4,can
Grape,0,15,0,2014-11-24 20:24:24,appl juic,0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,appl juic,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Grape,0,15,0,2014-11-24 20:24:24,grape juic,0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,grape juic,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Grape,0,15,0,2014-11-24 20:24:24,pear juic ( water juic concentr ),0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,pear juic,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Grape,0,15,0,2014-11-24 20:24:24,natur flavor,0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,natur flavor,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Grape,0,15,0,2014-11-24 20:24:24,ascorb acid (vitamin c),0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,ascorb acid,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Grape,0,15,0,2014-11-24 20:24:24,citric acid,0,0,0,0,Grape,16,10,"Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",12,0,citric acid,51c36cbd97c3e69de4b084c9,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",,70,0,5.833333333333333,100,0,0,12,ea
Apple,0,23,0,2014-11-24 20:24:24,appl juic,0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,appl juic,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,grape juic,0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,grape juic,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,( water juic concentr ),0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,( water,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,malic acid,0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,malic acid,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,natur flavor,0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,natur flavor,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,ascorb acid,0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,ascorb acid,51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Apple,0,23,0,2014-11-24 20:24:24,(vitamin c),0,0,0,0,Apple Frenzy,25,15,"J - Max, Apple Frenzy","Apple Juice, Grape Juice, (Water, Juice Concentrates), Malic Acid, Natural Flavors, Ascorbic Acid, (Vitamin C).",1,0,(vitamin c),51c36cc397c3e69de4b084fe,0,0,"[u'appl juic', u'grape juic', u'( water juic concentr )', u'malic acid', u'natur flavor', u'ascorb acid', u'(vitamin c)']",,100,0,100.0,100,0,0,10,pouch
Grape,0,28,0,2014-11-24 20:24:24,appl juic,0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,appl juic,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Grape,0,28,0,2014-11-24 20:24:24,grape juic,0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,grape juic,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Grape,0,28,0,2014-11-24 20:24:24,pear juic ( water juic concentr ),0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,pear juic,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Grape,0,28,0,2014-11-24 20:24:24,less than 0.5% of natur flavor,0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,less than,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Grape,0,28,0,2014-11-24 20:24:24,ascorb acid (vitamin c),0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,ascorb acid,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Grape,0,28,0,2014-11-24 20:24:24,citric acid,0,0,0,0,Grape,29,20,"100% Juice, Grape","Apple Juice, Grape Juice, and Pear Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",8,0,citric acid,51c36cc697c3e69de4b0851b,0,0,"[u'appl juic', u'grape juic', u'pear juic ( water juic concentr )', u'less than 0.5% of natur flavor', u'ascorb acid (vitamin c)', u'citric acid']",217,120,0,15.0,120,0,0,6,fl oz
Orange,0,13,0,2014-11-24 20:24:24,appl juic from concentr ( water juic concentr ),0,0,0,0,"Flavored, Orange Strawbana Blast",14,0,"Juice Beverage, Flavored, Orange Strawbana Blast","Apple Juice from Concentrate (Water, Juice Concentrate), Water, Orange Juice from Concentrate (Water, Juice Concentrate), Strawberry Juice from Concentrate (Water, Juice Concentrate), Natural Flavors, Banana Puree, Ascorbic Acid (Vitamin C), Citric Acid.",1,0,appl juic,51c36ccc97c3e69de4b08556,0,0,"[u'appl juic from concentr ( water juic concentr )', u'water', u'orang juic from concentr ( water juic concentr )', u'strawberri juic from concentr ( water juic concentr )', u'natur flavor', u'banana puree', u'ascorb acid (vitamin c)', u'citric acid']",,60,0,60.0,100,0,0,8,box
Orange,0,13,0,2014-11-24 20:24:24,water,0,0,0,0,"Flavored, Orange Strawbana Blast",14,0,"Juice Beverage, Flavored, Orange Strawbana Blast","Apple Juice from Concentrate (Water, Juice Concentrate), Water, Orange Juice from Concentrate (Water, Juice Concentrate), Strawberry Juice from Concentrate (Water, Juice Concentrate), Natural Flavors, Banana Puree, Ascorbic Acid (Vitamin C), Citric Acid.",1,0,water,51c36ccc97c3e69de4b08556,0,0,"[u'appl juic from concentr ( water juic concentr )', u'water', u'orang juic from concentr ( water juic concentr )', u'strawberri juic from concentr ( water juic concentr )', u'natur flavor', u'banana puree', u'ascorb acid (vitamin c)', u'citric acid']",,60,0,60.0,100,0,0,8,box
