item_id,item_name,item_description,updated_at,nf_ingredient_statement,nf_water_grams,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_refuse_pct,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,allergen_contains_milk,allergen_contains_eggs,allergen_contains_fish,allergen_contains_shellfish,allergen_contains_tree_nuts,allergen_contains_peanuts,allergen_contains_wheat,allergen_contains_soybeans,allergen_contains_gluten
51c36cc797c3e69de4b08527,"100% Juice, Cherry",Cherry,2014-11-24T20:24:24.000Z,"Apple Juice, Pear Juice, Grape Juice, and Cherry Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,27,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36ccd97c3e69de4b08561,"Juice, Kiwi Strawberry",Kiwi Strawberry,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, Kiwi Juice, and Strawberry Juice (Water, Juice Concentrate), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,24,0,0,120,0,0,,6,8,oz,217,,,,,,,,,
51c36ce097c3e69de4b08615,"100% Juice, Grape",Grape,2014-11-24T20:24:24.000Z,"Apple Juice, and Grape Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,100,0,0,,,,,,15,25,,23,0,,100,,,,8,1,box,,,,,,,,,,
51c547cf97c3e6efadd5f18c,Kiwi Strawberry Juice Blend,Kiwi Strawberry,2014-11-24T20:24:24.000Z,"Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Strawberry Juice from Concentrate (Water, Juice Concentrate), Kiwi Juice from Concentrate (Water, Juice Concentrate), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,,0,,,,,,20,29,,24,0,,120,,,,6,8,fl oz,,,,,,,,,,
51d2fb37cc9bff111580dadd,"Juice, Grape",Grape,2014-11-24T20:24:24.000Z,"Apple Juice, and Grape Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,70,0,0,,,,,,10,16,,15,0,,100,,,,1,1,box,,,,,,,,,,
51d2fb4dcc9bff111580db97,"Juicy Juice, Strawberry Banana",Strawberry Banana,2014-11-24T20:24:24.000Z,"Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Strawberry Juice from Concentrate (Water, Juice Concentrate), Natural Flavors, Banana Puree, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,27,0,,120,,,,8,8,fl oz,226,,,,,,,,,
51d3008bcc9bff111580fe97,"Juicy Juice, Apple",Apple,2014-11-24T20:24:24.000Z,"Apple Juice from Concentrate (Water, Juice Concentrate), Ascorbic Acid (Vitamin C), Citric Acid.",,110,0,0,,,,,,20,28,,26,0,,120,,,,8,8,fl oz,226,,,,,,,,,
55dd7ac096135bf21c177a32,Fruit Punch Juice Blend,,2015-08-26T08:42:15.000Z,,,140,,0,,,,,,25,35,,33,0,,100,,,,,1,bottle,,,,,,,,,,
566cf93cfaa6c26768a23c96,Fruit Punch,,2015-12-13T04:51:26.000Z,,,120,,0,,,,,,20,28,,26,0,,120,,,,6,8,fl oz,,,,,,,,,,
5672937f12c3b97c5278b09f,Grape Juice,,2015-12-17T10:56:52.000Z,,,100,,0,,,,,,15,25,,23,0,,100,,,,8,1,box,,,,,,,,,,
56880643a1b8c86412aa555a,Apple Juice,,2016-01-02T17:21:38.000Z,,,110,,0,,,,,,15,29,,27,0,,120,,,,8,8,fl oz,,,,,,,,,,
5688e79fc702f9cf284283a7,Apple Juice,,2016-01-03T09:25:57.000Z,,,110,,0,,,,,,20,28,,26,0,,120,,,,6,8,fl oz,,,,,,,,,,
568e2f230821b2017325d119,Fruit Punch,,2016-01-07T13:40:34.000Z,,,60,,0,,,,,,10,15,,14,0,,60,,,,8,1,box,,,,,,,,,,
568f4909db2c6c8d3cf5b153,Apple Raspberry Juice,,2016-01-08T05:38:18.000Z,,,120,,0,,,,,,20,30,,28,0,,120,,,,8,8,fl oz,,,,,,,,,,
5690d2c86edcebd6614f3c30,Orange Tangerine Juice,,2016-01-09T09:30:38.000Z,,,110,,0,,,,,,15,27,,26,0,,100,,,,8,1,box,,,,,,,,,,
51c36c8a97c3e69de4b08314,"100% Juice, Punch",Punch,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Passion Fruit Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,140,0,0,,,,,,25,35,,33,0,0,100,0,0,,1,1,bottle,,,,,,,,,,
51c36c8f97c3e69de4b0833c,"Strawberry Juice, Premium, Premium Strawberry Juice",Premium Strawberry Juice,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice and Strawberry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C).",,120,0,0,,,,,,15,29,,24,0,0,120,0,4,,6,8,oz,217,,,,,,,,,
51c36c8f97c3e69de4b08343,"100% Juice, Punch",Punch,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Passion Fruit Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,28,,26,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36c9197c3e69de4b08350,"Non-Frozen Concentrate, Cherry",,2014-11-24T20:24:24.000Z,"Apple, Grape and Cherry Juice Concentrates, Water, Natural Flavors, Ascorbic Acid ( Vitamin C) This product is pasteurized.",,130,0,0,,,,,,15,33,,32,0,0,120,0,2,,6,8,oz,54,,,,,,,,,
51c36c9197c3e69de4b08355,"100% Juice, Kiwi Strawberry",Kiwi Strawberry,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, Kiwi Juice and Strawberry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,24,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36c9b97c3e69de4b083b3,"100% Juice, Apple",Apple,2014-11-24T20:24:24.000Z,"Apple Juice (Water, Juice Concentrate), Ascorbic Acid (Vitamin C), Malic Acid.",,140,0,0,,,,,,25,35,,33,0,0,100,0,0,,1,1,bottle,,,,,,,,,,
51c36c9f97c3e69de4b083d3,"100% Juice, Grape",Grape,2014-11-24T20:24:24.000Z,"Apple Juice, and Grape Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,28,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36ca797c3e69de4b0841d,"100% Juice, Berry",Berry,2014-11-24T20:24:24.000Z,"Apple Juice, Pear Juice, Grape Juice, and Raspberry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,100,0,0,,,,,,15,24,,23,0,0,100,0,0,,8,1,box,,,,,,,,,,
51c36cac97c3e69de4b08440,"Juice, Cherry",Cherry,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Cherry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,,,,,,10,15,0,14,0,0,100,0,2,,,1,box,,,,,,,,,,
51c36cae97c3e69de4b0844c,"Premium 100% Juice, Cranberry Apple",Cranberry Apple,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Cranberry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,25,31,,26,0,0,120,0,0,,8,8,oz,226,,,,,,,,,
51c36cbb97c3e69de4b084bb,"Juice Beverage, Sparkling Apple Flavored",Sparkling Apple Flavored,2014-11-24T20:24:24.000Z,"Apple Juice (Water, Juice Concentrate), Water, and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Carbonation Added. Gluten free.",,90,0,0,10,,,,,,21,,20,0,0,20,0,0,,4,1,can,,,,,,,,,,
51c36cbe97c3e69de4b084cf,"Juice, Apple",Apple,2014-11-24T20:24:24.000Z,"Apple Juice (Water, Juice Concentrate) Ascorbic Acid (Vitamin C) Malic Acid.",,60,0,0,,,,,,10,15,,14,0,0,100,0,0,,12,1,box,,,,,,,,,,
51c36cc097c3e69de4b084e0,"Juice, Peach",Peach,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, Peach Juice, and Peach Puree (Water, Juice and Puree Concentrates), Natural Flavor, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,27,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36cc497c3e69de4b08507,"Fruit Juice Beverage, Immunity, Berry","Immunity, Berry",2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice and Raspberry Juice (Water, Juice Concentrates), Water, and Less than 2% of Natural Flavors, Gum Acacia (a Source of Dietary Fiber), Ascorbic Acid (Vitamin C), Citric Acid, Zinc Gluconate. Gluten free.",,100,0,0,,,,,,20,24,3,19,0,0,100,0,0,,4,8,fl oz,239,,,,,,,,,
51c36cc997c3e69de4b08531,"100% Juice, Strawberry Banana",Strawberry Banana,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Strawberry Juice (Water, Juice Concentrates), Natural Flavors, Banana Pure, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,27,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36cd497c3e69de4b085a9,Orange Tangerine Juice,,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, Orange Juice, Tangerine Juice (Water, Juice Concentrates), Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C), Beat Carotene (Color).",,110,0,0,,,,,,10,26,,24,0,0,100,0,2,,,1,box,,,,,,,,,,
51c36cd797c3e69de4b085c5,"Juice, Berry",Berry,2014-11-24T20:24:24.000Z,"Apple Juice, Pear Juice, Grape Juice, and Raspberry Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,0,,,,0,10,15,0,14,0,0,100,0,0,,12,1,box,,,,,,,,,,
51c36ce797c3e69de4b08665,"100% Juice, Orange Tangerine",Orange Tangerine,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, Pear Juice, Orange Juice, and Tangerine Juice (Water, Juice Concentrate), Naturals Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,130,0,0,,,,,,25,32,,31,0,0,120,0,0,,6,8,oz,217,,,,,,,,,
51c36cea97c3e69de4b08683,"Juice Beverage Blend, Punch Splash",Punch Splash Flavored,2014-11-24T20:24:24.000Z,"Water, Apple Juice From Concentrate (Water, Juice Concentrate), Pear Juice From Concentrate (Water, Juice Concentrate), Grape Juice From Concentrate (Water, Juice Concentrate), Passion Fruit Juice From Concentrate (Water, Juice Concentrate), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,,,,,,0,14,,14,0,,100,,,,8,1,box,,,,,,,,,,
51d2fb56cc9bff111580dbe0,"100% Juice, Apple",Apple,2014-11-24T20:24:24.000Z,"Apple Juice from Concentrate (Water, Juice Concentrate), Ascorbic Acid (Vitamin C), Citric Acid.",,110,0,0,,,,,,20,28,,26,0,0,120,0,0,,6,8,fl oz,226,,,,,,,,,
51d30081cc9bff111580fe65,"100% Juice, Punch",Punch,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Passion Fruit Juice (Water, Juice Concentrates), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,,,,,,10,15,,14,0,0,100,0,0,,8,1,box,,,,,,,,,,
51d3008bcc9bff111580fe98,"Juicy Juice Flavored Juice Blend, Grape",Grape,2014-11-24T20:24:24.000Z,"Apple Juice and Grape Juice (Water, Juice Concentrates), and less than 0.5% of Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,120,0,0,,,,,,20,29,,28,0,,120,,,,8,8,fl oz,226,,,,,,,,,
51d300aacc9bff111580ff46,"Juice Beverage, Apple Quench","Flavored, Apple Quench",2014-11-24T20:24:24.000Z,"Apple Juice from Concentrate (Water, Juice Concentrate), Water, Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,,,,,,10,14,,13,0,,100,,,,8,1,box,,,,,,,,,,
555aecf594b672284ac2390d,"Freezer Pops, Kiwi-Strawberry",,2015-05-19T08:00:57.000Z,,,35,,0,,,,,,0,9,,7,0,,0,,,,12,1,pop,57,,,,,,,,,
558a10d1c1aa12d129a2811c,"Freezer Pops, Grape Splash",,2015-06-24T02:10:29.000Z,,,35,,0,,,,,,0,9,,7,0,,0,,,,12,1,pop,57,,,,,,,,,
55ddeba4323c2b860f6fda7e,"100% Juice, Cherry",,2015-08-26T16:49:01.000Z,,,120,,0,,,,,,20,29,,27,0,,120,,,,8,8,fl oz,,,,,,,,,,
560364cbf021dc060bfce318,Kiwi Strawberry Juice,,2015-09-24T02:59:16.000Z,,,120,,0,,,,,,20,29,,24,0,,120,,,,8,8,fl oz,,,,,,,,,,
56251f12cfc3c22961410d9c,Fruit Punch,,2015-10-19T16:57:56.000Z,,,120,,0,,,,,,20,28,,26,0,,120,,,,16,8,fl oz,,,,,,,,,,
5678ba063893a666753a1248,Orange Tangerine Juice,,2015-12-22T02:48:38.000Z,,,70,,0,,,,,,15,17,,16,0,,60,,,,8,1,box,0,,,,,,,,,
568ca33e486dc7751f9e3223,Berry Juice,,2016-01-06T05:18:14.000Z,,,120,,0,,,,,,20,29,,27,0,,120,,,,8,8,fl oz,,,,,,,,,,
51c36c9097c3e69de4b0834a,"100% Juice, White Grape",White Grape,2014-11-24T20:24:24.000Z,"White Grape Juice and Apple Juice (Water, Juice Concentrates), Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",,150,0,0,,,,,,25,38,,34,0,0,120,0,0,,6,8,fl oz,217,,,,,,,,,
51c36c9897c3e69de4b08399,"100% Fruit & Veggie Juice, Grape",Grape,2014-11-24T20:24:24.000Z,"Grape Juice, and Carrot Juice (Water, Juice Concentrates), Natural Flavors, Fruit & Vegetable Juice for Color. Ascorbic Acid (Vitamin C), Beta Carotene.",,120,0,0,,,,,,80,28,0,27,1,10,120,2,2,,6,8,oz,217,,,,,,,,,
51c36c9a97c3e69de4b083ad,"100% Juice, White Grape",White Grape,2014-11-24T20:24:24.000Z,"Apple Juice and White Grape Juice (Water, Juice Concentrates), and Less than 0.5% of Natural Flavors, Citric Acid, Ascorbic Acid (Vitamin C).",,150,0,0,,,,,,25,38,,34,0,0,120,0,0,,8,8,fl oz,226,,,,,,,,,
51c36caa97c3e69de4b08433,"100% Fruit & Veggie Juice, Tropical Punch",Tropical Punch,2014-11-24T20:24:24.000Z,"Grape Juice, Apple Juice, Carrot Juice, and Passionfruit Juice (Water, Juice Concentrates), Sweet Potato Puree, Natural Flavors, Vegetable Juice for Color, Ascorbic Acid (Vitamin C), Citric Acid.",,110,0,0,,,,,,70,25,0,24,0,10,120,2,2,,6,8,oz,217,,,,,,,,,
51c36cac97c3e69de4b08442,"Juice Drink, Punch",Punch,2014-11-24T20:24:24.000Z,"Apple Juice, Grape Juice, and Passion Fruit Juice (Water, Juice Concentrate), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,0,,,,0,10,15,0,13,0,0,100,0,0,,1,1,box,,,,,,,,,,
51c36cb997c3e69de4b084a1,"Juice Beverage Blend, Berry Cherry Burst",Berry Cherry Burst,2014-11-24T20:24:24.000Z,"Water, Apple Juice from Concentrate (Water, Juice Concentrate), Pear Juice from Concentrate (Water, Juice Concentrate), Grape Juice from Concentrate (Water, Juice Concentrate), Raspberry Juice from Concentrate (Water, Juice Concentrate), Cherry Juice from Concentrate (Water, Juice Concentrate), Natural Flavors, Ascorbic Acid (Vitamin C), Citric Acid.",,60,0,0,,,,,,0,14,,14,0,0,100,0,0,,8,1,box,,,,,,,,,,
